,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,genre
37023,65.0,0.218,0.552,125827.0,0.742,0.0,0.3389999999999999,-7962999999999990.0000000000,0.0454,138591.0000000000,0.7509999999999999,hard
36101,65.0,0.096,0.643,248880.0,0.945,7.71e-06,0.495,-4.66,0.0779,120723.0000000000,0.526,hard
35834,51.0,0.0424,0.512,206067.0,0.552,0.00213,0.111,-9499.0000000000,0.0355,143977.0000000000,0.21,hard
37810,55.0,0.128,0.534,295467.0,0.6629999999999999,3.63e-05,0.431,-5.48,0.0286,141525.0000000000,0.573,hard
38834,60.0,0.00792,0.306,287880.0,0.872,0.8,0.261,-7313.0000000000,0.05,167946.0000000000,0.648,hard
39386,52.0,0.615,0.4039999999999999,-1.0,0.272,0.000907,0.13,-10575.0000000000,0.0445,126.18,0.11900000000000001,hard
38896,53.0,0.174,0.6759999999999999,265933.0,0.379,0.0072,0.0619,-19.42,0.031,11523700000000000.0000000000,0.818,hard
35769,61.0,0.0534,0.462,-1.0,0.628,0.00025,0.12,-5659.0000000000,0.0274,140049.0000000000,0.0981,hard
37772,65.0,0.49200000000000005,0.7609999999999999,189387.0,0.5920000000000001,0.00626,0.61,-9836.0000000000,0.0586,123095.0000000000,0.332,hard
39333,59.0,0.00758,0.64,227013.0,0.469,0.000453,0.0711,-8718.0000000000,0.0412,90001.0000000000,0.305,hard
38300,54.0,0.8640000000000001,0.736,182027.0,0.297,1.49e-05,0.0609,-9648.0000000000,0.0349,11995296059529000.0000000000,0.18600000000000003,hard
37199,65.0,0.0006309999999999,0.24600000000000002,212733.0,0.768,0.301,0.102,-7.48,0.0387,169873.0000000000,0.35,hard
37362,62.0,0.354,0.715,-1.0,0.775,0.0,0.14400000000000002,-66129999999999900.0000000000,0.0433,10601299999999900.0000000000,0.8029999999999999,hard
38430,65.0,286999999999.9990000000,0.529,195653.0,0.92,0.00202,0.0582,-4168.0000000000,0.0649,111132.0000000000,0.4379999999999999,hard
38984,56.0,0.000349,0.684,268760.0,0.9059999999999999,0.55,0.10300000000000001,-66610000000000000.0000000000,0.0775,101.46,0.555,hard
35916,50.0,0.0133,0.444,247373.0,0.609,0.0,0.0636,-11.19,0.0366,124005.0000000000,0.78,hard
38150,65.0,0.000719,0.506,-1.0,0.932,0.0594,0.174,-6.11,0.11,99929.0000000000,0.5489999999999999,hard
36004,63.0,0.35,0.691,198907.0,0.336,0.000684,0.11900000000000001,-10843.0000000000,0.0392,135954.0000000000,0.613,hard
38658,61.0,0.35100000000000003,0.541,199490.0,0.483,0.4,0.111,-10675.0000000000,0.0514,80.73,0.6409999999999999,hard
37488,57.0,6.68e-05,0.4479999999999999,242995.0,0.9740000000000001,0.000391,0.11900000000000001,-29189999999999900.0000000000,0.12,137.96,0.2239999999999999,hard
39081,51.0,0.27,0.648,248173.0,0.637,4.22e-06,0.0469,-10138.0000000000,0.0296,11995296059529000.0000000000,0.738,hard
37375,69.0,0.45,0.643,250107.0,0.809,1.22e-06,0.154,-3275.0000000000,0.0279999999999999,112677.0000000000,0.499,hard
39843,66.0,0.0304,0.579,231840.0,0.727,1.99e-05,0.172,-4872.0000000000,0.0332,170593.0000000000,0.885,hard
35038,63.0,0.0285,0.599,180302.0,0.9309999999999999,0.0,0.102,-3662.0000000000,0.0517,111012.0000000000,0.7879999999999999,hard
38794,62.0,0.0004559999999999,0.519,190707.0,0.892,0.000525,0.5720000000000001,-5285.0000000000,0.113,17402700000000000.0000000000,0.5589999999999999,hard
36025,65.0,0.135,0.7559999999999999,246893.0,0.415,0.0,0.14400000000000002,-14429.0000000000,0.0555,96.99,0.68,hard
36652,48.0,0.00599,0.644,194107.0,0.9129999999999999,0.602,0.311,-3.04,0.0316,100014.0000000000,0.574,hard
35738,55.0,0.0934,0.602,248000.0,0.493,0.00251,0.28,-17899.0000000000,0.0279,101941.0000000000,0.505,hard
39587,57.0,0.000126,0.626,188600.0,0.7909999999999999,0.0219,0.439,-2734.0000000000,0.0721,133204.0000000000,0.433,hard
38279,68.0,0.021,0.424,254533.0,0.632,0.0117,0.0545,-72429999999999900.0000000000,0.0922,97694.0000000000,0.35600000000000004,hard
36625,63.0,0.0008410000000000001,0.65,225947.0,0.903,0.0003509999999999,0.122,-3677.0000000000,0.0314,121896.0000000000,0.409,hard
38140,54.0,0.141,0.535,224960.0,0.8029999999999999,0.0,0.297,-41160000000000000.0000000000,0.0465,14790200000000000.0000000000,0.342,hard
37694,70.0,0.00018,0.546,207213.0,0.9590000000000001,0.00144,0.0584,-4664.0000000000,0.0819999999999999,127831.0000000000,0.41600000000000004,hard
37712,61.0,0.159,0.674,217387.0,0.705,6.11e-06,0.106,-7516.0000000000,0.0259,95.99,0.635,hard
35302,53.0,0.0054,0.556,207040.0,0.7020000000000001,0.0,0.218,-5792000000000000.0000000000,0.0423,132.33,0.452,hard
37344,62.0,0.727,0.73,163093.0,0.504,0.0,0.14300000000000002,-11686.0000000000,0.0481,12628200000000000.0000000000,0.883,hard
35658,70.0,0.0823,0.7909999999999999,214880.0,0.759,4.44e-05,0.0993,-5.67,0.037000000000000005,124725.0000000000,0.917,hard
38779,58.0,0.00059,0.594,218720.0,0.858,3.11e-06,0.0642,-43389999999999900.0000000000,0.0387,13802100000000000.0000000000,0.6629999999999999,hard
36260,56.0,0.375,0.677,255040.0,0.4029999999999999,0.000269,0.0594,-9457.0000000000,0.0291,11995296059529000.0000000000,0.568,hard
39525,66.0,0.0008210000000000001,0.389,189707.0,0.748,0.00058,0.358,-4461.0000000000,0.0805,11995296059529000.0000000000,0.21600000000000003,hard
35235,53.0,0.00028900000000000003,0.44,221459.0,0.74,0.000543,0.13,-64220000000000000.0000000000,0.0376,162095.0000000000,0.337,hard
38281,53.0,0.222,0.474,352907.0,0.382,0.0195,0.149,-13290999999999900.0000000000,0.0252,80.8,0.69,hard
38235,66.0,0.318,0.695,215853.0,0.731,0.0,0.14300000000000002,-2.15,0.034,122522.0000000000,0.49700000000000005,hard
35696,50.0,0.0012699999999999,0.41,183147.0,0.9790000000000001,0.0125,0.355,-5021.0000000000,0.106,146741.0000000000,0.478,hard
37759,67.0,0.0014,0.47600000000000003,202053.0,0.9790000000000001,0.0072900000000000005,0.0944,-35060000000000000.0000000000,0.132,140404.0000000000,0.41600000000000004,hard
39868,51.0,0.337,0.563,211573.0,0.49700000000000005,0.0027300000000000002,0.162,-7595.0000000000,0.0351,169977.0000000000,0.561,hard
35974,55.0,0.4589999999999999,0.657,210747.0,0.69,0.0,0.122,-68660000000000000.0000000000,0.0298,112014.0000000000,0.573,hard
35638,57.0,0.9790000000000001,0.405,245040.0,0.152,90700000000.0000000000,0.10400000000000001,-13901.0000000000,0.0395,61.34,0.3829999999999999,hard
39097,55.0,0.0674,0.43200000000000005,-1.0,0.612,1.34e-06,0.111,-6871.0000000000,0.0285,89995.0000000000,0.113,hard
39082,68.0,0.12,0.665,169000.0,0.782,4.19e-06,0.125,-8437999999999990.0000000000,0.0307,137453.0000000000,0.731,hard
36326,75.0,0.0144,0.526,195200.0,0.862,0.0597,0.2289999999999999,-6002999999999990.0000000000,0.0905,90052.0000000000,0.528,hard
36836,61.0,0.00987,0.6779999999999999,268093.0,0.53,0.00027400000000000005,0.0437,-8515.0000000000,0.024,91779.0000000000,0.6779999999999999,hard
37183,62.0,0.0244,0.564,168094.0,0.6679999999999999,1.15e-05,0.168,-65779999999999900.0000000000,0.0442,79.99,0.32,hard
36422,70.0,0.0354,0.526,193773.0,0.8009999999999999,3.17e-06,0.0637,-3717.0000000000,0.0393,172024.0000000000,0.769,hard
36787,68.0,0.126,0.49700000000000005,187896.0,0.914,1.98e-05,0.2739999999999999,-4308.0000000000,0.0455,148893.0000000000,0.385,hard
39720,61.0,0.698,0.285,238076.0,0.371,0.00392,0.10400000000000001,-6832999999999990.0000000000,0.0295,154989.0000000000,0.37200000000000005,hard
39706,69.0,0.00197,0.35200000000000004,-1.0,0.912,0.0,0.193,-4253.0000000000,0.0725,166795.0000000000,0.35100000000000003,hard
39123,58.0,0.34,0.508,296427.0,0.638,3.2e-05,0.0769,-4671.0000000000,0.0278,11995296059529000.0000000000,0.484,hard
36657,53.0,0.0248,0.574,182320.0,0.701,3.12e-05,0.313,-60379999999999900.0000000000,0.0572,145069.0000000000,0.25,hard
36488,52.0,0.278,0.542,286440.0,0.924,0.000437,0.0825,-2428.0000000000,0.0829,82666.0000000000,0.6859999999999999,hard
37280,62.0,0.0812,0.56,230800.0,0.7979999999999999,1.54e-06,0.327,-66720000000000000.0000000000,0.0316,124397.0000000000,0.675,hard
35882,64.0,0.0001629999999999,0.408,196947.0,0.8170000000000001,0.03,0.4029999999999999,-4.59,0.0759,11995296059529000.0000000000,0.28800000000000003,hard
38530,51.0,0.147,0.44,201076.0,0.649,0.0,0.105,-8465.0000000000,0.0925,187783.0000000000,0.405,hard
37021,56.0,0.158,0.66,158800.0,0.557,0.0,0.5429999999999999,-9597000000000000.0000000000,0.03,110743.0000000000,0.7879999999999999,hard
35431,77.0,0.1669999999999999,0.491,189187.0,0.867,0.0,0.4579999999999999,-2313.0000000000,0.10300000000000001,167965.0000000000,0.602,hard
35631,68.0,0.465,0.195,269107.0,0.483,0.49700000000000005,0.0686,-49910000000000000.0000000000,0.03,84.71,0.17300000000000001,hard
36594,53.0,0.0355,0.327,207640.0,0.948,0.515,0.126,-4355.0000000000,0.0711,177328.0000000000,0.469,rock
37228,24.0,0.00633,0.606,186627.0,0.8,9.04e-06,0.506,-4194.0000000000,0.0271,130006.0000000000,0.691,rock
37222,56.0,0.00134,0.684,215880.0,0.992,0.0,0.878,-1893.0000000000,0.0748,133963.0000000000,0.757,rock
39488,55.0,0.0152,0.63,212600.0,0.691,0.0,0.303,-4334.0000000000,0.0312,93014.0000000000,0.261,rock
36490,58.0,0.049,0.47700000000000004,-1.0,0.672,0.0,0.355,-5234.0000000000,0.0306,139864.0000000000,0.263,pop
36744,61.0,0.0725,0.6409999999999999,-1.0,0.792,0.513,0.175,-64529999999999900.0000000000,0.0272,87069.0000000000,0.67,pop
37485,50.0,0.64,0.6509999999999999,146240.0,0.7120000000000001,608999999999.9990000000,0.0738,-6.79,0.0429,82961.0000000000,0.804,pop
37589,80.0,0.00293,0.442,181533.0,0.943,8.71e-06,0.091,-3205.0000000000,0.0602,85064.0000000000,0.7809999999999999,pop
37898,68.0,0.00265,0.5529999999999999,173320.0,0.917,0.0099099999999999,0.07,-8806000000000000.0000000000,0.0906,10179799999999900.0000000000,0.7809999999999999,pop
35154,63.0,0.000973,0.647,217493.0,0.71,0.703,0.0777,-4692.0000000000,0.0289999999999999,110059.0000000000,0.268,pop
35681,52.0,0.0126,0.626,180720.0,0.805,0.0,0.156,-5.81,0.0449,116.03,0.882,pop
36266,63.0,0.0162,0.715,-1.0,0.6559999999999999,0.0005009999999999,0.0882,-6154.0000000000,0.0259,126.01,0.423,pop
39922,61.0,0.006690000000000001,0.6,256467.0,0.614,0.0,0.166,-4688.0000000000,0.0885,121965.0000000000,0.341,pop
35017,66.0,0.17300000000000001,0.68,190720.0,0.738,0.00036,0.37,-4881.0000000000,0.0331,105015.0000000000,0.675,pop
36838,53.0,0.000377,0.138,257520.0,0.691,0.7859999999999999,0.0895,-7976.0000000000,0.0443,170342.0000000000,0.36,pop
38253,55.0,0.000197,0.6559999999999999,345284.0,0.8640000000000001,0.107,0.281,-7895.0000000000,0.0414,93197.0000000000,0.617,pop
36496,66.0,0.132,0.615,251333.0,0.5820000000000001,3.81e-05,0.11900000000000001,-10323.0000000000,0.0402,8253200000000000.0000000000,0.789,pop
37732,58.0,0.22,0.7040000000000001,238267.0,0.528,0.35,0.14,-13382.0000000000,0.0358,11747200000000000.0000000000,0.73,pop
38691,72.0,0.0422,0.48700000000000004,261280.0,0.382,4.74e-06,0.41100000000000003,-10889000000000000.0000000000,0.0309,116557.0000000000,0.7140000000000001,pop
36429,66.0,0.0383,0.6679999999999999,231467.0,0.7390000000000001,0.0,0.13,-4919.0000000000,0.0308,131918.0000000000,0.5710000000000001,pop
39610,61.0,0.0824,0.5710000000000001,226200.0,0.698,0.0037,0.2789999999999999,-5056.0000000000,0.0353,11995296059529000.0000000000,0.61,pop
39600,54.0,0.18100000000000002,0.799,252693.0,0.665,0.136,0.125,-6.31,0.0455,8949799999999990.0000000000,0.7829999999999999,pop
35736,54.0,0.0263,0.314,309640.0,0.9590000000000001,0.000148,0.161,-4657.0000000000,0.0908,154221.0000000000,0.49200000000000005,pop
36236,57.0,0.00018,0.4479999999999999,203307.0,0.927,0.0067599999999999,0.0822,-32439999999999900.0000000000,0.061,174079.0000000000,0.687,pop
36639,64.0,0.34700000000000003,0.669,275507.0,0.7070000000000001,0.0007160000000000001,0.0997,-13.66,0.0478,124335.0000000000,0.8059999999999999,pop
38941,63.0,0.7879999999999999,0.688,165733.0,0.711,2.64e-05,0.0683,-10453.0000000000,0.0832,15227700000000000.0000000000,0.935,pop
36215,60.0,0.7190000000000001,0.34600000000000003,188184.0,0.637,203000000000.0000000000,0.263,-4919.0000000000,0.0403,18683599999999900.0000000000,0.297,pop
38273,69.0,0.0416,0.341,255600.0,0.674,5.47e-06,0.345,-7643.0000000000,0.0492,8893299999999990.0000000000,0.452,pop
36939,61.0,0.504,0.461,168920.0,0.7140000000000001,0.0171,0.684,-9158999999999990.0000000000,0.313,9437200000000000.0000000000,0.4539999999999999,rock
35558,53.0,0.745,0.6970000000000001,145427.0,0.6759999999999999,0.0005110000000000001,0.263,-5273.0000000000,0.0436,11995296059529000.0000000000,0.705,rock
35496,59.0,0.0312,0.473,312280.0,0.691,0.00404,0.147,-7984.0000000000,0.0248,11995296059529000.0000000000,0.42100000000000004,rock
37967,58.0,0.0368,0.53,223400.0,0.741,0.0,0.402,-3821.0000000000,0.0296,75012.0000000000,0.424,rock
37334,52.0,0.00101,0.565,213853.0,0.905,0.0,0.325,-3575.0000000000,0.057,12601100000000000.0000000000,0.684,rock
37200,59.0,0.8190000000000001,0.64,227222.0,0.196,3.63e-05,0.0978,-11478.0000000000,0.0267,14391899999999900.0000000000,0.301,rock
38069,51.0,0.035,0.35200000000000004,-1.0,0.8079999999999999,0.0,0.991,-8097000000000000.0000000000,0.0425,162096.0000000000,0.485,rock
35662,69.0,0.0156,0.711,248640.0,0.924,0.0,0.114,-3398.0000000000,0.0282,10803299999999900.0000000000,0.912,rock
37379,68.0,0.461,0.573,142787.0,0.6829999999999999,0.0,0.0935,-6644.0000000000,0.17600000000000002,169519.0000000000,0.8170000000000001,rock
37230,76.0,0.209,0.667,207851.0,0.7979999999999999,0.015,0.0972,-5935.0000000000,0.0675,11498100000000000.0000000000,0.485,rock
39269,62.0,0.006,0.4639999999999999,213173.0,0.797,0.000304,0.392,-5244.0000000000,0.0333,129964.0000000000,0.547,rock
36175,60.0,0.648,0.4429999999999999,159394.0,0.489,0.424,0.131,-6932.0000000000,0.0348,124031.0000000000,0.0517,rock
35137,58.0,0.669,0.741,142933.0,0.363,0.0,0.1169999999999999,-12484000000000000.0000000000,0.0335,12326299999999900.0000000000,0.8590000000000001,rock
35476,62.0,0.00025,0.56,221000.0,0.9009999999999999,0.134,0.299,-4481.0000000000,0.032,132009.0000000000,0.807,rock
38230,55.0,0.23800000000000002,0.593,204467.0,0.41,0.5870000000000001,0.1169999999999999,-9722000000000000.0000000000,0.0239,11995296059529000.0000000000,0.27,rock
36410,59.0,0.395,0.439,-1.0,0.469,0.573,0.183,-9283.0000000000,0.0311,127.44,0.193,rock
37881,69.0,0.0004559999999999,0.41200000000000003,227440.0,0.92,0.0026,0.11,-4852.0000000000,0.0575,93162.0000000000,0.455,rock
39509,50.0,0.00199,0.612,206107.0,0.794,0.0,0.0776,-5857.0000000000,0.0377,130025.0000000000,0.48200000000000004,rock
39697,57.0,0.008790000000000001,0.433,262867.0,0.815,0.0,0.138,-3658.0000000000,0.0771,12535799999999900.0000000000,0.461,hard
37831,58.0,0.0107,0.434,201347.0,0.75,0.0,0.106,-3.53,0.0293,15982399999999900.0000000000,0.488,hard
35292,66.0,0.0661,0.7390000000000001,194400.0,0.47100000000000003,97799999999.9999000000,0.1159999999999999,-8456.0000000000,0.0436,9000200000000000.0000000000,0.31,hard
36874,49.0,0.0269,0.7040000000000001,-1.0,0.589,0.11,0.154,-12859000000000000.0000000000,0.0315,12880700000000000.0000000000,0.789,hard
38119,51.0,0.0011099999999999,0.298,197480.0,0.597,0.0,0.0819,-12107000000000000.0000000000,0.0343,18043400000000000.0000000000,0.536,hard
38630,60.0,0.758,0.35,-1.0,0.293,8.21e-06,0.10400000000000001,-9502.0000000000,0.0258,96685.0000000000,0.162,hard
37317,64.0,0.0537,0.628,201653.0,0.845,0.0,0.3779999999999999,-4837.0000000000,0.0398,115999.0000000000,0.8009999999999999,hard
39928,68.0,6.57e-05,0.532,-1.0,0.889,0.0070599999999999,0.0943,-5474.0000000000,0.0543,93994.0000000000,0.508,hard
36623,55.0,0.0658,0.514,253227.0,0.589,534000000000.0000000000,0.0862,-8249.0000000000,0.032,11528299999999900.0000000000,0.726,hard
35999,66.0,0.165,0.589,-1.0,0.603,0.0,0.0687,-5517.0000000000,0.0435,76874.0000000000,0.456,hard
36808,63.0,0.0032600000000000003,0.541,197800.0,0.9159999999999999,2.04e-06,0.0967,-59639999999999900.0000000000,0.0612,156015.0000000000,0.627,hard
37647,66.0,0.175,0.316,237026.0,0.86,4.92e-05,0.902,-5038.0000000000,0.0661,10088799999999900.0000000000,0.195,hard
39807,74.0,0.0241,0.469,382834.0,0.537,0.00201,0.2689999999999999,-10421.0000000000,0.152,124193.0000000000,0.7829999999999999,hard
38540,58.0,0.00235,0.3339999999999999,397768.0,0.8540000000000001,0.00114,0.158,-75310000000000000.0000000000,0.0494,100175.0000000000,0.284,hard
39836,65.0,0.000983,0.531,216067.0,0.855,0.0,0.0716,-4.95,0.0352,12457799999999900.0000000000,0.424,hard
38916,57.0,0.298,0.40700000000000003,307263.0,0.41100000000000003,0.935,0.0956,-11732999999999900.0000000000,0.0347,100.01,0.0723,hard
37112,55.0,0.0056,0.5770000000000001,200707.0,0.934,0.0,0.0484,-39989999999999900.0000000000,0.128,137003.0000000000,0.54,hard
38049,62.0,0.573,0.588,221187.0,0.382,331000000000.0000000000,0.1119999999999999,-8821.0000000000,0.036000000000000004,9523899999999990.0000000000,0.72,hard
35421,62.0,0.3339999999999999,0.486,-1.0,0.565,0.00041,0.105,-5655.0000000000,0.0326,167938.0000000000,0.21,hard
35982,55.0,0.0841,0.306,384467.0,0.639,0.0,0.371,-9.91,0.0336,149686.0000000000,0.293,hard
37422,59.0,0.205,0.674,-1.0,0.892,0.0,0.6940000000000001,-37710000000000000.0000000000,0.0293,11404799999999900.0000000000,0.889,hard
35510,54.0,0.0727,0.609,-1.0,0.8759999999999999,6.96e-06,0.0778,-5777.0000000000,0.0438,152043.0000000000,0.39,hard
39157,54.0,0.987,0.281,173400.0,0.369,0.9640000000000001,0.2739999999999999,-16022000000000000.0000000000,0.036000000000000004,76155.0000000000,0.21100000000000002,hard
39260,65.0,0.000995,0.602,261560.0,0.755,0.0799,0.41200000000000003,-5791.0000000000,0.0397,135042.0000000000,0.6459999999999999,hard
38946,50.0,0.614,0.7490000000000001,-1.0,0.24600000000000002,0.000138,0.0967,-12847000000000000.0000000000,0.0383,132153.0000000000,0.308,hard
35419,57.0,0.312,0.605,-1.0,0.605,0.00511,0.0601,-7722.0000000000,0.0837,147736.0000000000,0.418,hard
39153,61.0,0.3339999999999999,0.506,-1.0,0.526,0.000539,0.0907,-9936.0000000000,0.0285,129641.0000000000,0.591,hard
36188,58.0,0.838,0.665,-1.0,0.253,0.0,0.168,-73260000000000000.0000000000,0.0505,142252.0000000000,0.47700000000000004,hard
35490,62.0,0.0182,0.3779999999999999,339493.0,0.596,114000000000.0000000000,0.14400000000000002,-54060000000000000.0000000000,0.0323,135968.0000000000,0.172,hard
35898,59.0,0.031,0.513,242667.0,0.77,0.0,0.198,-5131.0000000000,0.0277,11995296059529000.0000000000,0.8490000000000001,hard
35810,57.0,0.5539999999999999,0.371,148253.0,0.7240000000000001,0.0,0.299,-9792.0000000000,0.0562,170377.0000000000,0.9159999999999999,hard
35560,74.0,0.17600000000000002,0.7140000000000001,222227.0,0.735,0.0006219999999999,0.115,-7125.0000000000,0.0306,123.57,0.68,hard
38830,60.0,136999999999.9990000000,0.511,252400.0,0.9520000000000001,0.00201,0.135,-4243.0000000000,0.0754,147999.0000000000,0.557,hard
36202,51.0,0.000273,0.616,-1.0,0.985,0.000145,0.111,-1598.0000000000,0.0832,109979.0000000000,0.48700000000000004,hard
39258,47.0,0.0038200000000000005,0.583,224720.0,0.9209999999999999,0.4589999999999999,0.226,-8.38,0.0697,125.98,0.222,hard
39063,53.0,0.00613,0.6729999999999999,240899.0,0.722,0.0,0.2,-64639999999999900.0000000000,0.0638,9599700000000000.0000000000,0.379,hard
36298,65.0,0.114,0.491,-1.0,0.48200000000000004,2.78e-06,0.626,-6564.0000000000,0.0281,112704.0000000000,0.40700000000000003,hard
37226,58.0,0.11800000000000001,0.6629999999999999,-1.0,0.48,0.00038700000000000003,0.165,-9267000000000000.0000000000,0.0245,95912.0000000000,0.218,hard
38509,53.0,0.0093,0.3289999999999999,276132.0,0.6459999999999999,0.00469,0.1009999999999999,-69620000000000000.0000000000,0.0283,17397400000000000.0000000000,0.47100000000000003,hard
38659,54.0,0.00229,0.547,226200.0,0.932,0.0,0.335,-5237.0000000000,0.0968,134981.0000000000,0.513,hard
39763,56.0,0.0601,0.5589999999999999,258693.0,0.3429999999999999,0.138,0.1,-13072000000000000.0000000000,0.0424,11995296059529000.0000000000,0.183,hard
38011,54.0,0.267,0.467,303680.0,0.561,3.02e-06,0.132,-6787000000000000.0000000000,0.0262,81303.0000000000,0.493,hard
37098,56.0,0.955,0.465,284867.0,0.242,0.0223,0.126,-10.46,0.0298,10281200000000000.0000000000,0.315,hard
37192,53.0,0.0364,0.45,415600.0,0.341,0.0002839999999999,0.0405,-14218.0000000000,0.0327,11878200000000000.0000000000,0.366,hard
38041,60.0,0.0007610000000000001,0.512,241627.0,0.9329999999999999,0.0,0.342,-47589999999999900.0000000000,0.0738,9299799999999990.0000000000,0.465,hard
38923,52.0,0.0249,0.494,256560.0,0.836,0.0,0.457,-4327.0000000000,0.0531,142.56,0.627,hard
36277,56.0,0.259,0.534,233893.0,0.457,0.0004,0.203,-8.66,0.0266,140798.0000000000,0.271,classic
35295,68.0,0.182,0.6609999999999999,266333.0,0.818,0.000995,0.0527,-5.9,0.0291,14754399999999900.0000000000,0.79,classic
39832,58.0,0.171,0.518,303307.0,0.7440000000000001,7.63e-06,0.109,-7106.0000000000,0.0351,98022.0000000000,0.161,classic
35257,48.0,0.161,0.48100000000000004,234274.0,0.5710000000000001,0.00494,0.35700000000000004,-8582.0000000000,0.0296,16763400000000000.0000000000,0.634,classic
38250,54.0,0.000173,0.521,206000.0,0.919,0.00218,0.301,-31460000000000000.0000000000,0.0475,131726.0000000000,0.746,classic
35355,64.0,4.82e-06,0.55,252533.0,0.765,0.873,0.132,-8684.0000000000,0.0287,11995296059529000.0000000000,0.41700000000000004,classic
36192,57.0,0.00013000000000000002,0.358,241547.0,0.92,0.0118,0.0765,-2843.0000000000,0.218,99919.0000000000,0.493,classic
36966,61.0,0.00851,0.703,247829.0,0.785,0.0479,0.17800000000000002,-7632999999999990.0000000000,0.0459,10585700000000000.0000000000,0.5920000000000001,classic
35427,58.0,0.318,0.49200000000000005,356947.0,0.9279999999999999,0.107,0.0873,-2261.0000000000,0.0495,127995.0000000000,0.312,classic
35095,54.0,0.17300000000000001,0.8109999999999999,250909.0,0.47200000000000003,0.40700000000000003,0.0969,-13446.0000000000,0.0429,131983.0000000000,0.8220000000000001,classic
38734,60.0,0.00798,0.562,185960.0,0.843,3.1e-05,0.1119999999999999,-4238.0000000000,0.0363,91979.0000000000,0.262,classic
37241,55.0,0.425,0.705,-1.0,0.8109999999999999,6.15e-05,0.126,-52010000000000000.0000000000,0.0285,9197399999999990.0000000000,0.519,classic
35675,64.0,0.0879,0.428,228147.0,0.429,0.00041,0.168,-6.06,0.049,12717299999999900.0000000000,0.182,classic
38045,52.0,0.0708,0.4579999999999999,208253.0,0.7509999999999999,0.0105,0.1689999999999999,-4681.0000000000,0.032,140895.0000000000,0.387,classic
35031,62.0,0.0409999999999999,0.5760000000000001,266040.0,0.659,0.0,0.0587,-5617000000000000.0000000000,0.0383,94853.0000000000,0.7170000000000001,classic
35434,50.0,0.2289999999999999,0.314,241360.0,0.483,0.0269,0.564,-8365.0000000000,0.0351,145047.0000000000,0.348,classic
35688,67.0,0.0213,0.589,245000.0,0.614,0.165,0.31,-7528.0000000000,0.0426,119837.0000000000,0.318,classic
39468,53.0,0.373,0.649,213528.0,0.7879999999999999,0.0,0.10800000000000001,-7029.0000000000,0.0532,11995296059529000.0000000000,0.736,classic
38950,71.0,0.000332,0.305,206773.0,0.8320000000000001,2.4e-05,0.091,-7981.0000000000,0.0398,100677.0000000000,0.585,classic
38528,49.0,0.5529999999999999,0.6809999999999999,265640.0,0.447,4.36e-06,0.122,-8.83,0.0477,9941799999999990.0000000000,0.746,classic
36546,59.0,0.214,0.599,239613.0,0.8690000000000001,0.129,0.10800000000000001,-4874.0000000000,0.0277,90088.0000000000,0.637,classic
37036,65.0,0.431,0.5660000000000001,233467.0,0.7659999999999999,0.0,0.1009999999999999,-50360000000000000.0000000000,0.0399,11995296059529000.0000000000,0.547,classic
37237,67.0,0.00238,0.23600000000000002,354393.0,0.84,0.204,0.303,-34539999999999900.0000000000,0.0572,129.19,0.1889999999999999,classic
39125,61.0,0.74,0.5710000000000001,233667.0,0.281,0.0,0.163,-10.56,0.0475,142263.0000000000,0.294,classic
38240,72.0,0.605,0.669,231173.0,0.389,0.16,0.0905,-11547.0000000000,0.0306,130015.0000000000,0.649,classic
35259,55.0,0.000138,0.547,243933.0,0.966,0.000659,0.312,-3839.0000000000,0.0452,114053.0000000000,0.532,hard
36034,58.0,0.0091,0.6679999999999999,299640.0,0.8029999999999999,0.00182,0.5710000000000001,-11282.0000000000,0.0459,11538600000000000.0000000000,0.423,hard
39397,59.0,0.00106,0.5820000000000001,-1.0,0.765,0.0506,0.344,-6544.0000000000,0.0376,128164.0000000000,0.528,hard
38805,64.0,0.6940000000000001,0.61,217400.0,0.59,2.32e-06,0.15,-7325.0000000000,0.0362,137838.0000000000,0.35200000000000004,hard
39315,61.0,0.0433,0.596,185030.0,0.7290000000000001,0.151,0.135,-5.82,0.0698,149999.0000000000,0.56,hard
37514,70.0,0.00569,0.7240000000000001,163673.0,0.591,0.0249,0.0833,-56960000000000000.0000000000,0.0677,107944.0000000000,0.633,hard
37297,66.0,0.445,0.6609999999999999,180360.0,0.785,0.000266,0.0854,-5622999999999990.0000000000,0.0369,91975.0000000000,0.371,hard
36328,59.0,0.00457,0.597,182653.0,0.733,0.0019100000000000002,0.501,-4727.0000000000,0.11,87479.0000000000,0.866,hard
36555,56.0,0.0121,0.517,187267.0,0.743,0.0,0.166,-6152.0000000000,0.0807,150134.0000000000,0.371,hard
39652,69.0,0.644,0.561,267253.0,0.337,8.79e-05,0.67,-9272.0000000000,0.0284,10937299999999900.0000000000,0.273,hard
35320,79.0,0.57,0.65,180056.0,0.306,7.07e-06,0.0707,-9443.0000000000,0.0393,118068.0000000000,0.605,hard
36247,58.0,0.0751,0.41100000000000003,-1.0,0.611,0.000221,0.0762,-47189999999999900.0000000000,0.0298,140002.0000000000,0.138,hard
37455,51.0,0.213,0.535,391320.0,0.551,8.72e-06,0.172,-9.99,0.0337,79414.0000000000,0.631,hard
